Gene.symbol,adj.P.Val
NPM3,0.966
SAT2,0.966
FAM86FP,0.9661
PYROXD2,0.9661
MAPKAPK5,0.9661
AMPD3,0.9661
THAP5,0.9661
USP12,0.9661
LTB4R2,0.9661
TMIE,0.9661
GYPA,0.9661
RBM4,0.9661
PNRC1,0.9661
MTMR3,0.9661
EVX2,0.9661
ADAM5,0.9661
PDE1B,0.9661
MKRN1,0.9661
NCF1,0.9661
MCM8,0.9661
TRIL,0.9661
CXCL12,0.9661
LOC100506869,0.9661
PFKL,0.9661
KIRREL,0.9661
INSR,0.9661
LY6G6E,0.9661
NDRG4,0.9661
LINC01053,0.9661
ABHD4,0.9661
SASH1,0.9661
SMC5,0.9661
GNRH2,0.9661
NCAM2,0.9661
STX7,0.9661
ATP5H,0.9661
NAA20,0.9661
PTPN22,0.9661
DPH1,0.9661
LOC101927815,0.9661
ATF3,0.9661
LBH,0.9661
PITPNM2,0.9662
SLC25A3,0.9662
CXorf40B,0.9662
LRRIQ4,0.9663
RIF1,0.9663
KIF21B,0.9663
GBP7,0.9663
ATXN7L2,0.9663
PAX8,0.9665
LY9,0.9665
RPL7L1,0.9665
LINC01505,0.9665
TMEM229A,0.9665
LOC101928314,0.9665
UXT,0.9666
GRB2,0.9666
BPTF,0.9666
STMN4,0.9666
RNF8,0.9666
QPCT,0.9666
ISCU,0.9666
AMY1B,0.9666
UTP18,0.9666
DCD,0.9666
PRMT8,0.9666
PHF21A,0.9666
C2orf48,0.9668
GOLGB1,0.9668
PRDM16,0.9668
PRKCB,0.9668
ZFP3,0.9669
GPX1,0.9669
ANAPC5,0.9669
PREX2,0.9669
LDHC,0.9669
PGM5P2,0.9669
NUDT8,0.9669
MBTD1,0.9669
ASMT,0.9669
GJB3,0.9669
RETSAT,0.9669
LSMEM1,0.9669
SPINK9,0.9669
AKAP4,0.9669
CELF4,0.9669
TAF1C,0.9669
SPATA17,0.9670000000000001
CAMK2D,0.9670000000000001
MAGEA11,0.9670000000000001
POLR2J4,0.9670000000000001
EMILIN1,0.9670000000000001
PIAS2,0.9670000000000001
OR3A1,0.9670000000000001
WWP1,0.9670000000000001
AKR1C2,0.9670000000000001
AP2B1,0.9670000000000001
HTR1B,0.9670000000000001
SMIM19,0.9670000000000001
VPREB1,0.9670000000000001
SEMA4B,0.9670000000000001
LOC105376194,0.9670000000000001
GTPBP2,0.9670000000000001
ZNF12,0.9670000000000001
SF3A1,0.9670000000000001
CHST6,0.9670000000000001
SPCS2,0.9670000000000001
ITGA1,0.9670000000000001
WISP1,0.9670000000000001
CHKA,0.9670000000000001
SEPT5,0.9670000000000001
SNUPN,0.9670000000000001
ITLN2,0.9670000000000001
SPG20-AS1,0.9670000000000001
SPN,0.9670000000000001
ADAM22,0.9671
OR4M1,0.9672
COL13A1,0.9672
ATG3,0.9672
CHRNA9,0.9672
BAGE5,0.9673
MEN1,0.9673
NUDT4P1,0.9674
ACOT13,0.9674
RUFY2,0.9674
SIL1,0.9675
ARGFX,0.9676
HIST3H2BB,0.9676
PHYHD1,0.9676
PPP2R3C,0.9676
MOG,0.9676
CD5L,0.9677
NDUFB11,0.9677
AP5Z1,0.9677
GYG2,0.9677
ALX3,0.9677
PPP1R42,0.9678
CXorf36,0.9678
KIAA1210,0.9678
ESX1,0.9678
PKLR,0.9679
RAB11FIP1,0.9679
ATP13A3,0.968
KIAA1257,0.968
ADAMTSL4,0.968
SLC34A3,0.9681
KCNQ4,0.9681
GNG3,0.9681
BRIX1,0.9681
PPP2R5B,0.9681
CRX,0.9682
NPHP4,0.9682
GPRASP1,0.9682
FBP2,0.9682
KCND3,0.9682
KCNK9,0.9682
ACP2,0.9682
RHOT1,0.9682
OR10G9,0.9682
NUTM2G,0.9682
MURC,0.9682
MIR1-1HG,0.9682
NTRK1,0.9682
LOC101060019,0.9682
BECN1,0.9682
MSH6,0.9682
MANEA,0.9682
TMED10,0.9682
ZNF330,0.9683
FAM83B,0.9683
DFFA,0.9683
CNNM1,0.9683
AKR1D1,0.9683
KNSTRN,0.9683
TEX10,0.9683
ANK2,0.9683
ZFP91,0.9683
OR10H1,0.9683
PRR20A,0.9683
GNG13,0.9683
NFAT5,0.9683
PBDC1,0.9683
PEAK1,0.9683
MOSPD2,0.9683
NPSR1,0.9683
PCDH10,0.9683
HCN2,0.9683
GALNT6,0.9683
LINC01428,0.9683
AGAP1,0.9683
KIF6,0.9683
G6PC,0.9683
OVCH1,0.9683
SCARA3,0.9683
D21S2090E,0.9683
USP31,0.9683
LINC01195,0.9683
NECAB3,0.9683
TMEM234,0.9683
CACNB4,0.9683
TMEM232,0.9683
PLEKHG7,0.9683
KALRN,0.9683
IZUMO4,0.9683
ZXDA,0.9683
NUDT11,0.9683
OTOGL,0.9683
ARL6IP4,0.9683
GTF2H3,0.9683
AIFM3,0.9683
FANCD2OS,0.9683
SYF2,0.9683
MCUB,0.9683
GLTP,0.9683
ZHX1,0.9683
CHPT1,0.9683
NOXO1,0.9683
PPM1J,0.9683
ARMC9,0.9683
SDHAP1,0.9683
PDZD2,0.9683
KLB,0.9683
MTX2,0.9683
SHQ1,0.9683
ITPR2,0.9683
ATP6V1F,0.9683
N6AMT1,0.9683
RCOR2,0.9683
JDP2,0.9683
STEAP2,0.9683
FAM197Y2P,0.9683
ABCB9,0.9683
CSF3,0.9683
DERA,0.9683
LYRM5,0.9683
PRDX3,0.9683
WDR20,0.9683
OR2S2,0.9683
LANCL2,0.9683
STAC2,0.9683
LOC102723362,0.9683
HPS4,0.9683
SEPT2,0.9683
LIPE,0.9684
ARMC2,0.9684
AP1G1,0.9684
PPARD,0.9684
NPPA,0.9684
PDLIM4,0.9684
EMX2OS,0.9684
ADAMTS18,0.9684
CFAP65,0.9685
FASTKD3,0.9685
IGFLR1,0.9685
E2F2,0.9685
MYOC,0.9685
SMIM21,0.9685
NT5DC3,0.9685
CCR2,0.9686
BEST2,0.9686
KIAA0430,0.9686
KLKP1,0.9687
AK9,0.9687
PPEF2,0.9689
AK7,0.9689
RXFP2,0.9689
TFIP11,0.9689
ABHD17B,0.9689
ZPBP2,0.9689
HSPA12A,0.9689
ARL4A,0.9689
SRRD,0.9689
PSG6,0.9689
PRAMEF19,0.9689
MPND,0.9689
PC,0.9689
FLYWCH1,0.9689
NUAK2,0.9689
USP14,0.9689
GSTTP2,0.9689
ZIC5,0.9689
RPS6KA3,0.9689
RNPC3,0.9689
RBPMS,0.9689
ME3,0.9689
CNTNAP1,0.9689
POTEA,0.9689
LOC102467224,0.9689
SIRT6,0.9689
RBPMS,0.9689
POLR1D,0.9689
GPR82,0.9689
DCTN4,0.9689
MED1,0.9689
DAZL,0.9689
SNCB,0.9689
CLSPN,0.9689
MKNK2,0.9689
CENPP,0.9689
TAGAP,0.9689
NARS2,0.9689
DHRS7B,0.9689
TCF19,0.9689
ELL,0.9689
INTS6L,0.9689
PNISR,0.9689
RIBC1,0.9689
DUSP15,0.9689
KLK7,0.9689
LOC392196,0.9689
FCGR3B,0.9689
ATF3,0.9689
ZBTB2,0.9689
IFNA10,0.9689
ST7,0.9689
FAM92B,0.9689
RDH16,0.9689
SS18,0.9689
MAJIN,0.9689
NDST2,0.9689
TMEM248,0.9689
FYN,0.9689
MAP4K4,0.9689
FLI1,0.9689
FUZ,0.9689
PFKP,0.9689
LY6G6F,0.9689
IPO8,0.9689
KIR2DS2,0.9689
KIR3DL3,0.9689
LIPN,0.9689
DNAJC12,0.9689
PEX11G,0.9689
GTF3C3,0.9689
PGP,0.9689
MEI4,0.9689
GRAP2,0.9689
BORCS5,0.9689
PLGLA,0.9689
ACTN1,0.9689
ATPIF1,0.9689
UBA1,0.9689
TDG,0.9689
FBRSL1,0.9689
AUP1,0.9689
GPR150,0.9689
LARP4,0.9689
CLDN10,0.9689
BEND4,0.9689
TMPRSS12,0.9689
CDO1,0.9689
CXCL11,0.9689
COX7C,0.9689
OR5R1,0.9689
TACR1,0.9689
PRR14L,0.9689
SLC8B1,0.9689
SULT1C2,0.9689
DET1,0.9689
CRYAA,0.9689
PLA2R1,0.9689
EDN3,0.9689
PNLIPRP1,0.9689
CDC40,0.9689
FGFR2,0.9689
PDE3B,0.9689
ITIH5,0.9689
NR2C1,0.9689
PAK1IP1,0.9689
ZNF407,0.9689
CTU1,0.9689
GRID1-AS1,0.9689
OR5A1,0.9689
CR2,0.9689
NRG2,0.9689
PHF14,0.9689
PTGES3,0.9689
GABRG2,0.9689
RAB27A,0.9689
FKBP8,0.9689
WDR54,0.9689
BANF2,0.9689
CHKB,0.9689
ITSN1,0.9689
PLAGL1,0.9689
STPG2,0.9690000000000001
SPATA7,0.9691
HLA-C,0.9691
KRI1,0.9691
ARHGAP9,0.9691
GIMAP7,0.9691
TTLL11,0.9691
RBM44,0.9691
SLC4A11,0.9691
DPY19L2P2,0.9691
DUSP23,0.9691
PSMB6,0.9691
POMT1,0.9691
TYMSOS,0.9691
GRIN2A,0.9691
JAK2,0.9691
MTIF2,0.9691
TBCE,0.9691
SPP2,0.9691
OR52N2,0.9691
MYO18A,0.9691
CASP4,0.9691
STK24,0.9691
ZNF221,0.9691
GFRA4,0.9691
ZNF300P1,0.9691
ACSM5,0.9691
ANAPC11,0.9691
SOWAHD,0.9691
CACNA1C,0.9691
C16orf74,0.9691
SCRN1,0.9691
CDR2L,0.9691
NR2E3,0.9691
TRAF7,0.9691
WIPF3,0.9691
DIRAS3,0.9691
EMBP1,0.9691
LEPR,0.9691
ZNF618,0.9691
GALNTL5,0.9691
LOC101929331,0.9691
BEND7,0.9691
XPO4,0.9691
C2orf40,0.9691
ACTL6B,0.9692
TCF7L2,0.9692
SIX1,0.9693
MTX2,0.9693
GTPBP1,0.9693
VCPKMT,0.9693
LOC283440,0.9693
KLK1,0.9693
TAS2R45,0.9693
BUD13,0.9693
KLK12,0.9693
DCN,0.9693
NR5A2,0.9693
RPS4Y2,0.9693
CCDC68,0.9693
LOC101928298,0.9693
RNF32,0.9693
OR4A47,0.9693
RNF6,0.9694
TET1,0.9694
HSPB6,0.9694
ZNF3,0.9694
DPEP3,0.9694
ASF1B,0.9694
FNBP1L,0.9694
ZNF398,0.9694
DBNL,0.9694
PIF1,0.9694
KIF21A,0.9694
PKN2,0.9694
CTRB1,0.9694
DUX5,0.9694
LRRTM4,0.9694
NBPF11,0.9694
SFRP5,0.9694
SREK1,0.9694
IQSEC3,0.9694
SLC48A1,0.9694
ESYT3,0.9694
COPA,0.9694
FAHD1,0.9694
TPGS1,0.9694
SEPT6,0.9695
APBA1,0.9696
RAB12,0.9696
ADAM12,0.9696
NCDN,0.9696
PLAA,0.9696
ETV4,0.9696
TMEM86B,0.9696
ASB3,0.9696
TAAR6,0.9696
NKX3-1,0.9696
ERN2,0.9696
DNAJB5,0.9696
FXYD1,0.9696
TSNARE1,0.9696
TIAL1,0.9696
FAM151B,0.9696
C11orf49,0.9696
CCDC69,0.9696
ALG1,0.9696
PIK3C3,0.9696
C1QTNF3,0.9696
RBMXL1,0.9696
HIPK3,0.9696
ASH1L,0.9696
LUZP1,0.9696
RPF2,0.9696
ETV5,0.9696
JRK,0.9696
AFF4,0.9696
FBXO4,0.9696
C6orf229,0.9696
MX2,0.9696
CYP4V2,0.9696
LOC374443,0.9696
DEPDC4,0.9696
HNF1B,0.9696
ABAT,0.9696
RBP4,0.9696
SCAMP1,0.9696
EIF4G2,0.9696
BDH1,0.9696
PSG4,0.9696
VWC2,0.9696
SLTM,0.9696
SCGB3A1,0.9696
VTI1A,0.9696
TRIM10,0.9696
C16orf86,0.9696
BOLL,0.9696
RSL1D1,0.9696
MTURN,0.9696
NKX2-3,0.9696
P2RY2,0.9696
PFN3,0.9696
STT3A,0.9696
C19orf57,0.9696
RPS6KA6,0.9696
ACADSB,0.9696
NBPF22P,0.9696
CCL3L1,0.9696
LRRC20,0.9696
FRMD1,0.9696
APCDD1L-AS1,0.9696
DAPK2,0.9696
SLC25A31,0.9696
HIST1H2AG,0.9696
BAK1,0.9696
MOBP,0.9696
HIST2H2AB,0.9696
GK2,0.9696
CCNE1,0.9697
MAMLD1,0.9697
AKAP11,0.9697
PSMD10,0.9697
ZNF134,0.9697
SIGLEC7,0.9697
CPEB2-AS1,0.9697
EPB41L2,0.9697
H2AFB3,0.9697
FASTKD2,0.9697
NRG1,0.9697
CNTN3,0.9697
S100A6,0.9697
ARHGEF11,0.9697
TXNDC5,0.9697
STK25,0.9697
RNF222,0.9697
CEP170B,0.9697
OR5D16,0.9697
TADA2A,0.9697
LRRC30,0.9697
FAM20A,0.9697
EIF1AX,0.9697
NSL1,0.9697
LRRC6,0.9697
PXT1,0.9697
NCOA1,0.9697
CEP350,0.9697
DST,0.9697
KRT81,0.9697
NEK10,0.9697
LCORL,0.9697
RAD23B,0.9697
CKAP5,0.9697
C2orf88,0.9697
PPP2R3A,0.9697
DYNC1LI1,0.9697
GAGE8,0.9697
CUL7,0.9698
CUEDC2,0.9698
TRIM39,0.9698
OPRM1,0.9698
TAS2R38,0.9698
TMED4,0.9698
CLOCK,0.9698
SMAD9,0.9698
HNF1A,0.9699
C8A,0.9699
HOGA1,0.9699
DHRS2,0.9699
CGA,0.9699
PTPN6,0.9699
TSGA13,0.97
HOPX,0.97
BRI3BP,0.97
NAP1L2,0.97
CLASRP,0.97
CEACAM3,0.97
FAM69C,0.97
KRTAP5-2,0.97
DHX37,0.97
GART,0.97
CPSF2,0.97
NDUFB5,0.97
SPG21,0.97
APLP2,0.9701
BVES,0.9701
POU2AF1,0.9701
ARC,0.9702
CCDC160,0.9702
IDS,0.9702
RFTN2,0.9702
KRAS,0.9702
CCNDBP1,0.9702
GMNC,0.9702
AGFG1,0.9702
CEP85L,0.9702
MIGA1,0.9702
ROPN1B,0.9703
BPIFB1,0.9703
ABHD17A,0.9703
C9orf84,0.9703
MOCS1,0.9703
CSF2RA,0.9703
LILRB1,0.9703
KIF17,0.9703
DLG2,0.9703
ITK,0.9703
ZC3H7B,0.9703
FCGR3A,0.9703
NEK10,0.9703
PRLH,0.9705
TADA2A,0.9705
METTL1,0.9705
STON1,0.9705
TTF2,0.9705
FBXO9,0.9705
ARHGEF26,0.9705
MRPS34,0.9705
SCN3A,0.9705
FZD3,0.9705
TIMELESS,0.9705
DAZAP2,0.9705
OR6A2,0.9705
RBBP4,0.9705
HOXD13,0.9705
CYTH3,0.9705
TARBP2,0.9705
OR4K2,0.9705
ADRA2A,0.9705
CCDC167,0.9705
GTF3C6,0.9705
PDE2A,0.9705
IQCA1,0.9706
GPR173,0.9706
FCER1G,0.9706
TRIP6,0.9706
LINC00606,0.9706
SIRT4,0.9706
TMOD2,0.9706
ITGB5,0.9706
CCDC7,0.9706
CLPB,0.9706
BMF,0.9706
GLTSCR1L,0.9706
SETD2,0.9706
IGBP1P1,0.9706
SLCO2A1,0.9706
LINC01445,0.9706
GATA2-AS1,0.9706
MT1H,0.9706
EXOSC3,0.9706
SNORD14A,0.9706
SLC12A1,0.9706
TMEM9B,0.9706
CTAGE6,0.9706
IL20RA,0.9706
RPL23A,0.9707
VSIG10,0.9707
RILP,0.9707
GALK2,0.9707
LOC440895,0.9707
FABP5,0.9707
FGG,0.9707
AP2A2,0.9707
CRB1,0.9707
BCR,0.9707
DYRK2,0.9708
ACP6,0.9708
ACP5,0.9708
GLYR1,0.9708
ENPP7,0.9708
NKAP,0.9708
UTP3,0.9708
RCCD1,0.9708
RNPEPL1,0.9708
MRPS25,0.9708
C20orf141,0.9708
ADAM20,0.9708
ADAM5,0.9708
INTS10,0.9708
MRM3,0.9709
NOTCH2,0.9711
MAPK13,0.9712
FAM206A,0.9712
TBX5,0.9712
SAP30L,0.9712
PTPRF,0.9712
DLEU7,0.9713
CTNND2,0.9713
BRWD3,0.9713
LMLN,0.9713
HAGHL,0.9713
KIF16B,0.9713
ZCCHC2,0.9713
PDIA6,0.9713
TANK,0.9713
ASIC2,0.9713
NEK2,0.9714
GOLGA1,0.9714
MED28,0.9714
DSE,0.9714
CTNNB1,0.9714
NRF1,0.9714
C16orf54,0.9714
NUS1,0.9714
ZCCHC11,0.9714
NUP35,0.9714
NRG2,0.9714
KLHL11,0.9714
S100A13,0.9715
EDA,0.9715
LAMA1,0.9715
TMEM151A,0.9715
NCAPG2,0.9715
LHX3,0.9715
KIAA0368,0.9715
SOCS7,0.9715
USP32P2,0.9715
ENPP6,0.9716
NOL11,0.9716
CTNNAL1,0.9716
FBXL4,0.9716
MRPS15,0.9716
LIMK2,0.9716
GUSBP5,0.9717
SLC4A1,0.9717
ARFGAP1,0.9717
EEF2KMT,0.9717
FAM49B,0.9717
MGME1,0.9717
VWA3B,0.9717
DCN,0.9717
QSER1,0.9717
ATG4B,0.9717
NPY5R,0.9719
NCAPG2,0.9719
C2orf74,0.9719
CD53,0.9719
MRPS36,0.9719
TRAF7,0.9719
IFNL1,0.9719
NEK11,0.9719
CDV3,0.9719
CDK16,0.9719
UBE2E3,0.9719
ABCA13,0.9719
MBLAC2,0.9719
SMR3B,0.9719
ACE,0.9719
MUC21,0.9719
HSPBP1,0.9719
TLR7,0.9719
SIDT1,0.9719
CDKL1,0.9719
MTRF1,0.9719
FCHSD1,0.9719
IRGQ,0.9719
ADGB,0.9719
CCDC33,0.9719
KRTAP9-3,0.9719
CWC15,0.9719
FGF11,0.9719
TRAF5,0.9719
LINC01461,0.9719
CT55,0.9719
CIDEC,0.9719
MEST,0.9719
RAMP3,0.9719
JMJD1C,0.972
LCE5A,0.972
TAZ,0.972
MYLPF,0.972
VPS13B,0.972
NLRP3,0.972
ZNF622,0.972
WASH3P,0.9721
OR4S1,0.9721
RPL13AP20,0.9721
MLXIP,0.9723
FRMPD1,0.9723
WEE1,0.9723
PLAC4,0.9723
GPATCH8,0.9723
MAGEC3,0.9723
WDR78,0.9723
ESD,0.9723
KNDC1,0.9723
HOXB1,0.9723
ARL8A,0.9723
DENND1A,0.9723
TMEM43,0.9723
NECAB1,0.9723
ZNF226,0.9723
C9orf172,0.9723
DHRS4,0.9723
DIO2,0.9723
TNFSF12,0.9723
DHRSX,0.9723
AICDA,0.9723
ANKRD29,0.9723
MITD1,0.9723
MTCH2,0.9723
PUS1,0.9723
TCF7,0.9723
LILRA6,0.9723
LRR1,0.9723
KLHDC8B,0.9723
MAP3K12,0.9723
PEX12,0.9723
MATR3,0.9723
GTPBP10,0.9723
MB21D1,0.9723
CAPN8,0.9723
HCG4,0.9723
PTGER3,0.9723
NDUFA9,0.9723
LINC00403,0.9723
RPL17,0.9723
GLUL,0.9723
SLC6A14,0.9723
TRANK1,0.9723
GGCX,0.9723
UBTF,0.9723
LGALS7,0.9723
TSLP,0.9723
TBC1D7,0.9723
XXYLT1-AS1,0.9723
WHSC1L1,0.9723
CTNND1,0.9723
ARMC4,0.9724
ATP5S,0.9724
LOC101928030,0.9724
FAM3A,0.9724
SDHAF3,0.9724
FZD1,0.9724
YES1,0.9724
GSG1,0.9724
ROCK1,0.9724
CTSC,0.9724
C7orf57,0.9724
RGS10,0.9724
ZBTB47,0.9724
SHISA6,0.9724
LOC100505923,0.9724
DYNLT3,0.9724
GATA1,0.9724
FBXO36,0.9724
SGCD,0.9724
PIAS2,0.9725
SPIN2B,0.9725
AGAP3,0.9725
PRKAR1A,0.9725
C9orf72,0.9725
DRD5,0.9725
TSNAX-DISC1,0.9725
HMCES,0.9726
AP3S2,0.9726
BTF3,0.9726
FOXR1,0.9726
BABAM1,0.9726
ANKHD1,0.9726
SNX7,0.9726
PRKD2,0.9726
RAD9B,0.9726
ZNF487,0.9726
DNAH12,0.9726
SLC5A10,0.9726
STAG2,0.9726
STPG3,0.9726
FAM129C,0.9726
ZNF330,0.9726
KIAA0196,0.9726
LOC105378130,0.9726
CRABP2,0.9727
SLC25A15,0.9727
INTS6-AS1,0.9727
TULP3,0.9727
CCR2,0.9727
GPR153,0.9727
PTPN23,0.9728
TMEM242,0.9728
FBXO9,0.9728
N4BP1,0.9729
PSMC3IP,0.973
ELMOD1,0.973
TAS2R13,0.973
FNDC9,0.973
SYNE1,0.973
EMID1,0.973
CCM2,0.973
SLC25A43,0.973
LOC728095,0.973
CABP4,0.9731
DCHS2,0.9731
CYTH2,0.9732
TADA3,0.9732
LINC01342,0.9732
ASIC2,0.9733
SERPINB12,0.9734
TEX11,0.9734
SS18L1,0.9734
CA7,0.9734
BCHE,0.9734
MITF,0.9734
MYH10,0.9734
TCHH,0.9734
TBL1Y,0.9734
ACBD7,0.9734
IL25,0.9734
DTX4,0.9734
BUB3,0.9734
PCDHGC5,0.9734
SLC9B1,0.9734
NAT8B,0.9734
TEX37,0.9734
DLGAP4,0.9734
RAET1G,0.9734
LBHD1,0.9734
CBLN3,0.9734
RGS7,0.9734
ATP5J,0.9734
CLSTN1,0.9734
SNORD54,0.9734
GUCA1C,0.9734
STAT5A,0.9734
CEP131,0.9734
HYAL4,0.9734
RBM6,0.9734
PRR15,0.9734
XPC,0.9734
SYNJ1,0.9734
FBXL5,0.9734
EXOSC9,0.9734
ATPAF1,0.9735
CYP11B1,0.9735
TMCC2,0.9736
DYRK3,0.9736
KRTAP10-10,0.9736
CDON,0.9736
SNORD34,0.9736
SEPT3,0.9737
PCDHB17P,0.9737
CLUL1,0.9737
TBC1D28,0.9737
VN1R1,0.9737
PKIG,0.9737
LRRC37B,0.9737
IRAK1BP1,0.9737
LOC401286,0.9737
CAPNS2,0.9737
RPS21,0.9737
SESN1,0.9737
CD300LF,0.9737
TRIM72,0.9737
LOC102724661,0.9737
SSX4,0.9737
LOC441601,0.9737
STAG2,0.9737
PEMT,0.9737
LIPT1,0.9737
NQO1,0.9737
SERPING1,0.9737
GPR182,0.9737
LARGE1,0.9737
TRIM38,0.9737
FOXRED1,0.9737
SPAG6,0.9737
AFMID,0.9737
PMP22,0.9737
MSL3,0.9737
LGALS9C,0.9737
VPS13B,0.9737
LOC105371907,0.9737
ZNF274,0.9738
DENND4C,0.9738
DNAH14,0.9738
ACOT7,0.9738
AVEN,0.9738
ZSCAN22,0.9738
MOBP,0.9738
AHNAK2,0.9738
ELMO1,0.9739
CPA5,0.9739
FAM221B,0.9739
ALG10B,0.9739
GDAP1L1,0.9739
DHX34,0.9739
TMEM220,0.9739
SEPT4,0.9739
C1orf226,0.9739
SEPT12,0.9739
TSPAN4,0.9739
CABP1,0.9739
EFCAB1,0.9739
CALD1,0.9739
ADGRF1,0.9739
GAGE6,0.9739
UBE2C,0.9740000000000001
DPM2,0.9740000000000001
ADAR,0.9740000000000001
SPAG5,0.9740000000000001
ZDHHC4,0.9740000000000001
IGSF6,0.9740000000000001
EBF3,0.9740000000000001
C11orf88,0.9740000000000001
CCR2,0.9740000000000001
ATXN1,0.9740000000000001
LOC105373984,0.9740000000000001
IFNGR1,0.9741
ECD,0.9741
RNH1,0.9741
TTC23L,0.9741
KRTAP25-1,0.9741
AKAP4,0.9741
LOC105375512,0.9741
ASPHD1,0.9741
ZNF813,0.9741
LOC653653,0.9741
LAMA2,0.9741
PPY2P,0.9741
HCN1,0.9741
UNC5B,0.9741
ACACA,0.9741
CHMP3,0.9741
SHC2,0.9741
TMEM201,0.9741
ASCL2,0.9741
PTPA,0.9741
GCH1,0.9741
SLC25A20,0.9741
DNAH12,0.9741
IFNA17,0.9741
PHF12,0.9741
TOP2A,0.9741
PKIB,0.9741
CCT8,0.9741
TMEM120B,0.9741
ZNF791,0.9741
NUDT14,0.9741
TEX26,0.9741
CETN4P,0.9741
TK1,0.9741
BCAS4,0.9741
COQ9,0.9741
PM20D1,0.9741
ZNF394,0.9741
DDX31,0.9741
ITGAM,0.9741
BEX5,0.9741
KLF10,0.9741
ZC3H14,0.9741
BIK,0.9741
CRYBB1,0.9741
ADSSL1,0.9741
GABRA5,0.9741
OTOR,0.9741
USP9X,0.9741
CD33,0.9741
BMP3,0.9741
NFATC1,0.9741
ABCG4,0.9741
MESDC1,0.9741
LRRC41,0.9741
CPEB1,0.9741
NIPSNAP3A,0.9741
TAF4B,0.9741
HOXC-AS1,0.9741
PPA2,0.9741
CYFIP1,0.9741
TIMM17A,0.9741
BRD3,0.9741
RAB25,0.9741
SLC46A2,0.9741
GSTTP2,0.9741
TDRG1,0.9741
CSHL1,0.9741
RPS4X,0.9741
CYTH1,0.9741
AKR1C2,0.9741
KRTAP19-1,0.9741
SHPK,0.9741
TMEM219,0.9741
LSM7,0.9741
UTS2B,0.9741
ZKSCAN8,0.9741
ZC3H13,0.9741
SEPT14,0.9741
MASP1,0.9741
FAHD1,0.9741
EHMT2,0.9741
CCDC102B,0.9741
OR10W1,0.9741
LIG3,0.9741
RPL5,0.9741
STRN3,0.9741
SYDE2,0.9741
NOL3,0.9741
ING5,0.9741
CASP7,0.9741
UBE2V1,0.9741
SPATA31A7,0.9741
PRPF3,0.9741
LATS1,0.9741
LRRC37B,0.9741
LOC643201,0.9741
SUCO,0.9741
HPS1,0.9741
PCDHGC4,0.9741
LPAR6,0.9741
MLLT10,0.9741
ANKH,0.9741
CRLF2,0.9741
SAMD12,0.9741
F7,0.9741
NMNAT1,0.9741
GOLGA8A,0.9741
CIDECP,0.9741
FLRT3,0.9741
PHKA1,0.9741
OR11A1,0.9741
LINC01413,0.9741
LINC01120,0.9741
RBMS3-AS3,0.9741
GCNT2,0.9741
WDR26,0.9741
ZNF611,0.9741
LAMP5,0.9741
ARHGAP19,0.9741
SNORD73A,0.9741
BET1L,0.9741
GRIK2,0.9741
CCDC28A,0.9741
MED22,0.9741
C2orf66,0.9742
PDGFD,0.9742
EDEM3,0.9742
USP48,0.9742
CDCA5,0.9742
ATP5G1,0.9742
GPER1,0.9742
TTC39B,0.9742
YWHAQ,0.9742
OR4D2,0.9742
ALKBH4,0.9742
RCN1,0.9742
ITSN2,0.9742
XACT,0.9742
SYT16,0.9742
ACADSB,0.9742
KIF12,0.9742
SLC45A1,0.9742
MAD1L1,0.9742
DNMBP,0.9742
NPTN,0.9742
CENPO,0.9742
SPATC1L,0.9742
AASDH,0.9742
C1QTNF9B,0.9742
SNORA32,0.9742
ROR1,0.9742
RANBP1,0.9742
FBXO44,0.9742
PDPK1,0.9742
SLC6A13,0.9742
SPEF2,0.9742
TRIM50,0.9742
RAB9BP1,0.9742
NUP62,0.9742
ADGRE5,0.9742
CSTF3,0.9743
S100A16,0.9743
SEC24D,0.9743
HBA2,0.9744
CPNE8,0.9745
SNX15,0.9745
USP42,0.9745
MEF2C-AS1,0.9745
TANK,0.9745
FABP6,0.9745
NCOR2,0.9745
GBAP1,0.9745
CYP2A7,0.9745
RASGRP4,0.9745
PDE1C,0.9745
IL1RL1,0.9745
OGDH,0.9745
EPPIN,0.9745
GSTM1,0.9745
NUCKS1,0.9745
TBCE,0.9745
NPRL2,0.9745
ZNF124,0.9745
KCNE3,0.9745
NIN,0.9745
SHBG,0.9745
DDX56,0.9745
SNORD4A,0.9745
SMIM10L2B,0.9745
FRAS1,0.9745
EFCAB3,0.9745
RIOK1,0.9745
CALY,0.9745
CPT1A,0.9745
BTBD3,0.9745
ZBTB16,0.9745
DLG2,0.9745
SLIT1,0.9745
ALG5,0.9745
CNOT1,0.9746
CSRNP3,0.9746
UCK1,0.9746
ACSL1,0.9746
ITGB1,0.9746
HECTD1,0.9746
INPP5D,0.9746
NODAL,0.9746
C3orf36,0.9746
CD300LG,0.9746
NOC2L,0.9746
LEF1,0.9746
NAAA,0.9746
WDR78,0.9746
CBLC,0.9746
DPH5,0.9746
CDC45,0.9746
CHAT,0.9746
LOC101927577,0.9746
TMTC4,0.9746
SRI,0.9746
LINC00570,0.9746
ZP3,0.9746
LTBP4,0.9746
RRH,0.9746
IRF4,0.9747
WDR48,0.9747
SWI5,0.9747
DCAF8L2,0.9747
RACGAP1,0.9747
EDA,0.9747
PEX5L,0.9747
PTPN13,0.9747
