ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1868796	0.9602	6.74e-01	-0.4323617	-5.95441	-0.03719754		
ILMN_1745567	0.9602	6.74e-01	0.4323495	-5.95442	0.04602382		
ILMN_1778756	0.9602	6.74e-01	-0.4323383	-5.95442	-0.04535443	SULT1A1	sulfotransferase family 1A member 1
ILMN_1810891	0.9602	6.74e-01	0.4323021	-5.95444	0.05177242	ZNF629	zinc finger protein 629
ILMN_1914666	0.9602	6.74e-01	0.4322745	-5.95445	0.03686477		
ILMN_1836733	0.9602	6.74e-01	-0.4322305	-5.95447	-0.04116362		
ILMN_1735022	0.9602	6.74e-01	0.4322153	-5.95448	0.03767677	ING1	inhibitor of growth family member 1
ILMN_1720485	0.9602	6.74e-01	-0.4321926	-5.95449	-0.03528737	CST9L	cystatin 9-like
ILMN_2138745	0.9602	6.74e-01	0.4321709	-5.9545	0.04954933	C14orf37	chromosome 14 open reading frame 37
ILMN_1795991	0.9602	6.74e-01	-0.4320965	-5.95453	-0.04384268	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
ILMN_1684796	0.9602	6.74e-01	-0.4320812	-5.95453	-0.03841321		
ILMN_1723695	0.9602	6.74e-01	-0.4320652	-5.95454	-0.04027495	VAC14	Vac14, PIKFYVE complex component
ILMN_1796912	0.9602	6.74e-01	0.4320639	-5.95454	0.04399348	ARHGEF7	Rho guanine nucleotide exchange factor 7
ILMN_2213759	0.9602	6.74e-01	0.4320604	-5.95454	0.03682532	DBX2	developing brain homeobox 2
ILMN_1902807	0.9602	6.74e-01	0.4320403	-5.95455	0.03886969		
ILMN_1916699	0.9602	6.74e-01	0.4320142	-5.95456	0.03428275		
ILMN_1683250	0.9602	6.75e-01	0.4319796	-5.95458	0.04136593		
ILMN_2225135	0.9602	6.75e-01	0.4319648	-5.95459	0.045006	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2
ILMN_1716062	0.9602	6.75e-01	0.431951	-5.95459	0.03751398	MYL4	myosin light chain 4
ILMN_1767086	0.9602	6.75e-01	-0.4319116	-5.95461	-0.0362902		
ILMN_2077160	0.9602	6.75e-01	-0.4318961	-5.95462	-0.03669779	CARNMT1	carnosine N-methyltransferase 1
ILMN_1773183	0.9602	6.75e-01	0.4318761	-5.95462	0.03554307	ZNF837	zinc finger protein 837
ILMN_1727813	0.9602	6.75e-01	0.4318568	-5.95463	0.05031758	MPC2	mitochondrial pyruvate carrier 2
ILMN_1776104	0.9602	6.75e-01	0.4318248	-5.95465	0.04660048	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
ILMN_1734125	0.9602	6.75e-01	-0.4317979	-5.95466	-0.03643418	LDLRAD2	low density lipoprotein receptor class A domain containing 2
ILMN_2215043	0.9602	6.75e-01	-0.4317362	-5.95469	-0.04707076	RNF32	ring finger protein 32
ILMN_1844073	0.9602	6.75e-01	-0.4317228	-5.95469	-0.04324858	FECH	ferrochelatase
ILMN_1813703	0.9602	6.75e-01	-0.4317226	-5.95469	-0.04243046	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
ILMN_1780790	0.9602	6.75e-01	-0.4317029	-5.9547	-0.03750058	DPPA2	developmental pluripotency associated 2
ILMN_1901593	0.9602	6.75e-01	-0.4316022	-5.95475	-0.05138375		
ILMN_1877766	0.9602	6.75e-01	0.4315996	-5.95475	0.03818249		
ILMN_1909072	0.9602	6.75e-01	0.4315609	-5.95476	0.04382495		
ILMN_1805336	0.9602	6.75e-01	-0.4315583	-5.95476	-0.03603654		
ILMN_1767535	0.9602	6.75e-01	-0.431558	-5.95476	-0.04648532		
ILMN_1795289	0.9602	6.75e-01	-0.4315522	-5.95477	-0.04292643		
ILMN_1779828	0.9602	6.75e-01	0.431538	-5.95477	0.03570733	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1
ILMN_1718395	0.9602	6.75e-01	-0.4315353	-5.95477	-0.04880864	LCE3D	late cornified envelope 3D
ILMN_1696055	0.9602	6.75e-01	0.4315277	-5.95478	0.03953494	HES3	hes family bHLH transcription factor 3
ILMN_2338809	0.9602	6.75e-01	-0.4315264	-5.95478	-0.03689934	KCNH2	potassium voltage-gated channel subfamily H member 2
ILMN_1860123	0.9602	6.75e-01	-0.4315098	-5.95479	-0.03855992		
ILMN_1803775	0.9602	6.75e-01	0.4314758	-5.9548	0.04254374	HSPE1	heat shock protein family E (Hsp10) member 1
ILMN_1836827	0.9602	6.75e-01	-0.4314528	-5.95481	-0.03788112		
ILMN_1836941	0.9602	6.75e-01	0.4314396	-5.95482	0.05206884		
ILMN_1666269	0.9602	6.75e-01	-0.4314336	-5.95482	-0.04831714	CTSZ	cathepsin Z
ILMN_1782693	0.9602	6.75e-01	0.4314264	-5.95482	0.03511265		
ILMN_2237601	0.9602	6.75e-01	0.431398	-5.95483	0.0343628	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
ILMN_1878154	0.9602	6.75e-01	-0.4313671	-5.95485	-0.03548568		
ILMN_1804455	0.9602	6.75e-01	0.4313652	-5.95485	0.05192913		
ILMN_1798817	0.9602	6.75e-01	0.431344	-5.95486	0.050379	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1
ILMN_2199554	0.9602	6.75e-01	0.4313263	-5.95487	0.06112946		
ILMN_1818972	0.9602	6.75e-01	0.4312991	-5.95488	0.04076111		
ILMN_1827054	0.9602	6.75e-01	0.431272	-5.95489	0.03463368		
ILMN_1880765	0.9602	6.75e-01	-0.4312663	-5.95489	-0.04152577		
ILMN_1870802	0.9602	6.75e-01	0.4312524	-5.9549	0.04112109		
ILMN_1769592	0.9602	6.75e-01	-0.4312494	-5.9549	-0.03871948		
ILMN_1859002	0.9602	6.75e-01	0.4312391	-5.9549	0.03712136		
ILMN_2124064	0.9602	6.75e-01	0.4311709	-5.95493	0.06347419	REL	REL proto-oncogene, NF-kB subunit
ILMN_1770451	0.9602	6.75e-01	0.4311276	-5.95495	0.0375103	KLF16	Kruppel like factor 16
ILMN_1651428	0.9602	6.75e-01	-0.431087	-5.95497	-0.05199815		
ILMN_1821334	0.9602	6.75e-01	-0.4310813	-5.95497	-0.0439475		
ILMN_1722276	0.9602	6.75e-01	-0.4310688	-5.95498	-0.04338292	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
ILMN_1684690	0.9602	6.75e-01	-0.4310158	-5.955	-0.03549418	HDAC11	histone deacetylase 11
ILMN_2193892	0.9602	6.75e-01	-0.4309963	-5.95501	-0.03720264	SELE	selectin E
ILMN_1796851	0.9602	6.75e-01	-0.4309627	-5.95503	-0.04144991		
ILMN_1831711	0.9602	6.75e-01	0.4309538	-5.95503	0.04642624		
ILMN_1900994	0.9602	6.75e-01	-0.4309142	-5.95505	-0.04703273	LOC100506159	uncharacterized LOC100506159
ILMN_2074477	0.9602	6.75e-01	0.4308606	-5.95507	0.04804398	GPR4	G protein-coupled receptor 4
ILMN_1877014	0.9602	6.75e-01	0.4308531	-5.95507	0.03803316		
ILMN_1859843	0.9602	6.75e-01	-0.4308481	-5.95508	-0.04096064		
ILMN_1663897	0.9602	6.75e-01	0.4308419	-5.95508	0.04559762		
ILMN_1839525	0.9602	6.75e-01	-0.4308373	-5.95508	-0.0360227		
ILMN_1813503	0.9602	6.75e-01	0.4308176	-5.95509	0.04120421	SEMA6C	semaphorin 6C
ILMN_1688071	0.9602	6.75e-01	-0.4308115	-5.95509	-0.04087961		
ILMN_1746692	0.9602	6.75e-01	-0.4307136	-5.95513	-0.04073836		
ILMN_1767862	0.9602	6.75e-01	-0.4306582	-5.95516	-0.03565301		
ILMN_1849288	0.9602	6.75e-01	-0.430595	-5.95519	-0.04039152		
ILMN_1669062	0.9602	6.76e-01	0.4305499	-5.95521	0.0372352	CCR2	C-C motif chemokine receptor 2
ILMN_1660880	0.9602	6.76e-01	-0.4305357	-5.95521	-0.04132455	RNH1	ribonuclease/angiogenin inhibitor 1
ILMN_1759913	0.9602	6.76e-01	-0.4304876	-5.95523	-0.03739452	MIR205HG	MIR205 host gene
ILMN_1808938	0.9602	6.76e-01	0.430419	-5.95526	0.05557652	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
ILMN_1667030	0.9602	6.76e-01	-0.4304045	-5.95527	-0.04375485	HSBP1	heat shock factor binding protein 1
ILMN_2193761	0.9602	6.76e-01	-0.4303833	-5.95528	-0.0374661	GSTM2P1	glutathione S-transferase mu 2 pseudogene 1
ILMN_1699552	0.9602	6.76e-01	0.4303467	-5.9553	0.04450301		
ILMN_1891930	0.9602	6.76e-01	0.4303376	-5.9553	0.04380311		
ILMN_1711758	0.9602	6.76e-01	-0.4303348	-5.9553	-0.04057071	FOXR2	forkhead box R2
ILMN_1721349	0.9602	6.76e-01	0.4303275	-5.9553	0.08941184	MAGT1	magnesium transporter 1
ILMN_2083742	0.9602	6.76e-01	-0.4303234	-5.95531	-0.04711035	C1orf146	chromosome 1 open reading frame 146
ILMN_1816567	0.9602	6.76e-01	-0.4303003	-5.95532	-0.04308406		
ILMN_1851239	0.9602	6.76e-01	-0.4302875	-5.95532	-0.04406457	LINC01598	long intergenic non-protein coding RNA 1598
ILMN_1690780	0.9602	6.76e-01	-0.4302761	-5.95533	-0.03629468	RFK	riboflavin kinase
ILMN_1898949	0.9602	6.76e-01	0.4302562	-5.95533	0.03966131	LOC105379499///FLJ45482	uncharacterized LOC105379499///uncharacterized LOC645566
ILMN_1857793	0.9602	6.76e-01	0.4302365	-5.95534	0.04348171		
ILMN_2348367	0.9602	6.76e-01	0.4301931	-5.95536	0.04632503	FGFRL1	fibroblast growth factor receptor-like 1
ILMN_1816035	0.9602	6.76e-01	-0.4301561	-5.95538	-0.04489662		
ILMN_1809040	0.9602	6.76e-01	0.4301546	-5.95538	0.05806974	LDLRAP1	low density lipoprotein receptor adaptor protein 1
ILMN_2373155	0.9602	6.76e-01	0.4301468	-5.95538	0.03498332	OPRM1	opioid receptor mu 1
ILMN_1708095	0.9602	6.76e-01	-0.4301409	-5.95539	-0.05314031	PANK2	pantothenate kinase 2
ILMN_1704812	0.9602	6.76e-01	-0.4301067	-5.9554	-0.04255855		
ILMN_1730491	0.9602	6.76e-01	-0.4300677	-5.95542	-0.04210908	FMNL2	formin like 2
ILMN_1680772	0.9602	6.76e-01	0.4300633	-5.95542	0.04108489		
ILMN_2228976	0.9602	6.76e-01	-0.4300165	-5.95544	-0.03746737	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked
ILMN_1841107	0.9602	6.76e-01	-0.4300066	-5.95544	-0.04035528		
ILMN_1818465	0.9602	6.76e-01	-0.429992	-5.95545	-0.04407917		
ILMN_1720083	0.9602	6.76e-01	-0.4299889	-5.95545	-0.05976903	EHD4	EH domain containing 4
ILMN_1896498	0.9602	6.76e-01	0.4299604	-5.95546	0.03353679	LINC00674	long intergenic non-protein coding RNA 674
ILMN_1894185	0.9602	6.76e-01	-0.4299514	-5.95547	-0.04321447		
ILMN_1793831	0.9602	6.76e-01	0.4299365	-5.95547	0.03585003	TRADD	TNFRSF1A associated via death domain
ILMN_1685022	0.9602	6.76e-01	-0.4299197	-5.95548	-0.06094302	CAPN7	calpain 7
ILMN_1683607	0.9602	6.76e-01	0.4299152	-5.95548	0.04368663	CYP1A2	cytochrome P450 family 1 subfamily A member 2
ILMN_1756874	0.9602	6.76e-01	0.4299041	-5.95549	0.06642028	FBXO42	F-box protein 42
ILMN_2146817	0.9602	6.76e-01	0.4298974	-5.95549	0.04009279	TDH	L-threonine dehydrogenase (pseudogene)
ILMN_1738420	0.9602	6.76e-01	-0.4298244	-5.95552	-0.03616582	TMEM201	transmembrane protein 201
ILMN_1681927	0.9602	6.76e-01	0.4297899	-5.95554	0.04717986	HDGFRP2	hepatoma-derived growth factor-related protein 2
ILMN_1726049	0.9602	6.76e-01	0.4297677	-5.95555	0.03536386		
ILMN_1675543	0.9602	6.76e-01	-0.4297621	-5.95555	-0.03876759	PRM1	protamine 1
ILMN_1728168	0.9602	6.76e-01	-0.429754	-5.95555	-0.05113609	PRELID3B	PRELI domain containing 3B
ILMN_1898023	0.9602	6.76e-01	-0.4297461	-5.95556	-0.03323022	LOC100131174	uncharacterized LOC100131174
ILMN_2167259	0.9602	6.76e-01	0.4297271	-5.95557	0.03678899	FAM151A	family with sequence similarity 151 member A
ILMN_1895384	0.9602	6.76e-01	-0.4297183	-5.95557	-0.03746852		
ILMN_1682335	0.9602	6.76e-01	0.4297096	-5.95557	0.04304285		
ILMN_1864858	0.9602	6.76e-01	0.4296275	-5.95561	0.04641322		
ILMN_1724138	0.9602	6.76e-01	0.4296042	-5.95562	0.04196312	KAT5	lysine acetyltransferase 5
ILMN_2132161	0.9603	6.76e-01	-0.4294744	-5.95568	-0.04909014	KIF18A	kinesin family member 18A
ILMN_1831751	0.9603	6.76e-01	0.4294634	-5.95568	0.04182074		
ILMN_1903887	0.9603	6.76e-01	0.4294428	-5.95569	0.04223718		
ILMN_1886969	0.9603	6.76e-01	0.4294281	-5.9557	0.03553938		
ILMN_1669759	0.9603	6.76e-01	-0.42939	-5.95571	-0.03805562		
ILMN_1674648	0.9603	6.76e-01	-0.4293507	-5.95573	-0.04676485		
ILMN_1654394	0.9603	6.76e-01	0.4293212	-5.95574	0.03628804		
ILMN_1892782	0.9603	6.76e-01	0.4292626	-5.95577	0.04535424	CD1D	CD1d molecule
ILMN_1913744	0.9604	6.76e-01	-0.4292046	-5.95579	-0.04402638		
ILMN_1916705	0.9604	6.77e-01	-0.429098	-5.95584	-0.04027612		
ILMN_1786036	0.9604	6.77e-01	-0.4290658	-5.95586	-0.0373195	GPATCH2	G-patch domain containing 2
ILMN_1822327	0.9604	6.77e-01	-0.4290516	-5.95586	-0.03689947		
ILMN_1771903	0.9604	6.77e-01	-0.4290367	-5.95587	-0.05959851	NUP37	nucleoporin 37
ILMN_1859342	0.9604	6.77e-01	0.4290258	-5.95587	0.04194641		
ILMN_1672006	0.9604	6.77e-01	-0.428983	-5.95589	-0.04338477	SSB	Sjogren syndrome antigen B
ILMN_1799011	0.9605	6.77e-01	0.4288177	-5.95596	0.03703607	CEP250	centrosomal protein 250
ILMN_1790918	0.9605	6.77e-01	0.4287459	-5.95599	0.03573601	ZNF236	zinc finger protein 236
ILMN_1852423	0.9605	6.77e-01	-0.4287095	-5.95601	-0.03464019		
ILMN_1907971	0.9605	6.77e-01	-0.4286925	-5.95602	-0.04305992	LOC102724849	uncharacterized LOC102724849
ILMN_1748685	0.9605	6.77e-01	0.4286921	-5.95602	0.05781083	TRIM31	tripartite motif containing 31
ILMN_1656424	0.9605	6.77e-01	0.4286808	-5.95602	0.04396609	SNRPE	small nuclear ribonucleoprotein polypeptide E
ILMN_2048822	0.9605	6.77e-01	-0.4286155	-5.95605	-0.03826417	NUDCD2	NudC domain containing 2
ILMN_1911419	0.9605	6.77e-01	0.4285994	-5.95606	0.03841596		
ILMN_1665761	0.9605	6.77e-01	-0.4285634	-5.95607	-0.03714861	BCL11B	B-cell CLL/lymphoma 11B
ILMN_1735765	0.9605	6.77e-01	-0.4285466	-5.95608	-0.05117333	RAB14	RAB14, member RAS oncogene family
ILMN_1810899	0.9605	6.77e-01	-0.4285247	-5.95609	-0.03462926		
ILMN_1903907	0.9605	6.77e-01	0.4285076	-5.9561	0.0432976		
ILMN_2405190	0.9605	6.77e-01	0.4285075	-5.9561	0.03895829	VAPA	VAMP associated protein A
ILMN_1726048	0.9605	6.77e-01	0.4284982	-5.9561	0.03799665	LRRK1	leucine rich repeat kinase 1
ILMN_2179967	0.9605	6.77e-01	-0.4284806	-5.95611	-0.03719111		
ILMN_1797451	0.9605	6.77e-01	0.4284791	-5.95611	0.04758175	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
ILMN_2072391	0.9605	6.77e-01	-0.4284437	-5.95613	-0.04551403	SNORD31	small nucleolar RNA, C/D box 31
ILMN_1858571	0.9605	6.77e-01	0.4283882	-5.95615	0.04661132		
ILMN_1733441	0.9605	6.77e-01	0.4283661	-5.95616	0.0439803	POGZ	pogo transposable element with ZNF domain
ILMN_1744968	0.9605	6.77e-01	0.4283657	-5.95616	0.03565421	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1
ILMN_1761766	0.9605	6.77e-01	-0.4283333	-5.95617	-0.03817565	GPR25	G protein-coupled receptor 25
ILMN_1706865	0.9605	6.77e-01	-0.4282135	-5.95623	-0.03613533		
ILMN_2231845	0.9605	6.77e-01	-0.428182	-5.95624	-0.0350401	CT47A6	cancer/testis antigen family 47, member A6
ILMN_1729367	0.9605	6.77e-01	-0.4281506	-5.95625	-0.04553159		
ILMN_1818850	0.9605	6.77e-01	-0.4281355	-5.95626	-0.03704533		
ILMN_2281734	0.9605	6.77e-01	0.428054	-5.9563	0.04857925		
ILMN_1688899	0.9605	6.77e-01	0.4279428	-5.95634	0.05308917		
ILMN_1906747	0.9605	6.77e-01	-0.4279215	-5.95635	-0.03554694		
ILMN_1702712	0.9605	6.77e-01	-0.4278958	-5.95636	-0.03902002	TRIM55	tripartite motif containing 55
ILMN_2271568	0.9605	6.77e-01	-0.4278853	-5.95637	-0.04634352	VCX3A	variable charge, X-linked 3A
ILMN_1675584	0.9605	6.77e-01	0.427883	-5.95637	0.04191209	HTRA4	HtrA serine peptidase 4
ILMN_1697790	0.9605	6.77e-01	-0.4278677	-5.95638	-0.03599383	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
ILMN_1689190	0.9605	6.77e-01	0.4278478	-5.95639	0.03788304		
ILMN_1767560	0.9605	6.77e-01	-0.4278332	-5.95639	-0.03902995		
ILMN_1664074	0.9605	6.77e-01	-0.4278254	-5.9564	-0.03807474	TMEM72	transmembrane protein 72
ILMN_1914034	0.9605	6.77e-01	0.4277961	-5.95641	0.05470689		
ILMN_1862291	0.9605	6.77e-01	-0.4277948	-5.95641	-0.03727769		
ILMN_1896088	0.9605	6.77e-01	-0.4277876	-5.95641	-0.03802942		
ILMN_2252136	0.9605	6.78e-01	0.427672	-5.95646	0.05164882	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ILMN_1722880	0.9605	6.78e-01	-0.4276719	-5.95646	-0.03986421	C12orf40	chromosome 12 open reading frame 40
ILMN_1656404	0.9605	6.78e-01	0.4276646	-5.95647	0.0361352	ZNF251	zinc finger protein 251
ILMN_1751529	0.9605	6.78e-01	-0.4276611	-5.95647	-0.04001048		
ILMN_1808053	0.9605	6.78e-01	0.4276196	-5.95649	0.03764747	CCDC157	coiled-coil domain containing 157
ILMN_1834898	0.9605	6.78e-01	-0.4276193	-5.95649	-0.05915829		
ILMN_1675085	0.9605	6.78e-01	-0.4275805	-5.9565	-0.04889386	UBA6	ubiquitin like modifier activating enzyme 6
ILMN_1734021	0.9605	6.78e-01	-0.427557	-5.95651	-0.03700789	CLSTN3	calsyntenin 3
ILMN_1849146	0.9605	6.78e-01	0.4274905	-5.95654	0.03504206		
ILMN_2160577	0.9605	6.78e-01	-0.4274799	-5.95655	-0.04296885	TMIGD2	transmembrane and immunoglobulin domain containing 2
ILMN_2361185	0.9605	6.78e-01	0.4274516	-5.95656	0.0605302	PHF20L1	PHD finger protein 20-like 1
ILMN_1877196	0.9605	6.78e-01	-0.4274449	-5.95656	-0.0454456	LRCH3	leucine rich repeats and calponin homology domain containing 3
ILMN_1795944	0.9605	6.78e-01	0.4274159	-5.95657	0.0376748	PRR13	proline rich 13
ILMN_1914598	0.9605	6.78e-01	-0.4273582	-5.9566	-0.03924629		
ILMN_1757827	0.9605	6.78e-01	-0.4272906	-5.95663	-0.04452288	VOPP1	vesicular, overexpressed in cancer, prosurvival protein 1
ILMN_1707298	0.9605	6.78e-01	0.4272773	-5.95663	0.03737892		
ILMN_1718657	0.9605	6.78e-01	0.4272722	-5.95664	0.04641957		
ILMN_1684558	0.9605	6.78e-01	0.4272694	-5.95664	0.04242903	C1QTNF9	C1q and tumor necrosis factor related protein 9
ILMN_1677062	0.9605	6.78e-01	0.4272398	-5.95665	0.04083238	CEP170P1	centrosomal protein 170 pseudogene 1
ILMN_1730999	0.9605	6.78e-01	-0.4272362	-5.95665	-0.03924917	TPR	translocated promoter region, nuclear basket protein
ILMN_1893738	0.9605	6.78e-01	0.4271928	-5.95667	0.03822807		
ILMN_1899143	0.9605	6.78e-01	0.4271567	-5.95669	0.035829		
ILMN_2328327	0.9605	6.78e-01	0.4271308	-5.9567	0.04273489	SMTN	smoothelin
ILMN_1904606	0.9605	6.78e-01	0.42713	-5.9567	0.03386042		
ILMN_1710543	0.9606	6.78e-01	0.4270013	-5.95675	0.06225731	SLC39A3	solute carrier family 39 member 3
ILMN_1860587	0.9606	6.78e-01	-0.4269883	-5.95676	-0.03488609		
ILMN_1709439	0.9606	6.78e-01	0.4269764	-5.95676	0.05770206	CHMP1A	charged multivesicular body protein 1A
ILMN_1840122	0.9606	6.78e-01	-0.4269678	-5.95677	-0.03485274		
ILMN_1714711	0.9606	6.78e-01	0.4268638	-5.95681	0.03431367		
ILMN_1881287	0.9606	6.78e-01	0.4268626	-5.95681	0.03823258		
ILMN_1831896	0.9606	6.78e-01	-0.4268153	-5.95683	-0.03624593		
ILMN_1838488	0.9606	6.78e-01	-0.4267425	-5.95687	-0.03777863		
ILMN_1914714	0.9606	6.78e-01	0.4267416	-5.95687	0.03466299		
ILMN_1714821	0.9606	6.78e-01	-0.4267175	-5.95688	-0.03562059		
ILMN_2410905	0.9606	6.78e-01	0.4266575	-5.9569	0.03693175		
ILMN_1821199	0.9606	6.78e-01	-0.4266433	-5.95691	-0.0430016		
ILMN_1657886	0.9606	6.78e-01	0.4265646	-5.95694	0.03767744		
ILMN_1781459	0.9606	6.78e-01	0.4265443	-5.95695	0.04785742	OPTC	opticin
ILMN_1832430	0.9606	6.78e-01	-0.4264535	-5.95699	-0.0345978		
ILMN_1784847	0.9606	6.78e-01	-0.4264222	-5.95701	-0.06860624	CREBZF	CREB/ATF bZIP transcription factor
ILMN_1651657	0.9606	6.78e-01	-0.4263893	-5.95702	-0.04839052	ADAM33	ADAM metallopeptidase domain 33
ILMN_1735910	0.9606	6.78e-01	0.4263869	-5.95702	0.03353625	VMO1	vitelline membrane outer layer 1 homolog
ILMN_1740035	0.9606	6.78e-01	-0.4263807	-5.95702	-0.03378689	POU4F2	POU class 4 homeobox 2
ILMN_1871373	0.9606	6.78e-01	-0.4263729	-5.95703	-0.04021037		
ILMN_1838039	0.9606	6.78e-01	-0.4263448	-5.95704	-0.03866852		
ILMN_1785074	0.9606	6.78e-01	0.4263374	-5.95704	0.03847732		
ILMN_1657358	0.9606	6.79e-01	0.4263041	-5.95706	0.03691316	CD200R1L	CD200 receptor 1 like
ILMN_2111739	0.9606	6.79e-01	-0.4262769	-5.95707	-0.04958828	MAN2C1	mannosidase alpha class 2C member 1
ILMN_2312764	0.9606	6.79e-01	-0.4262598	-5.95708	-0.03995635	AJAP1	adherens junctions associated protein 1
ILMN_1733861	0.9606	6.79e-01	-0.4262018	-5.9571	-0.03827888	ARHGEF11	Rho guanine nucleotide exchange factor 11
ILMN_1791039	0.9606	6.79e-01	-0.4261678	-5.95712	-0.03630445	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
ILMN_1779674	0.9606	6.79e-01	-0.4260357	-5.95717	-0.04608457	PTPRG	protein tyrosine phosphatase, receptor type G
ILMN_1896448	0.9606	6.79e-01	0.425964	-5.9572	0.03809654		
ILMN_1756599	0.9606	6.79e-01	0.425882	-5.95724	0.03768563		
ILMN_1711451	0.9606	6.79e-01	0.4258743	-5.95724	0.0512326	SLC7A2	solute carrier family 7 member 2
ILMN_1907451	0.9606	6.79e-01	0.4258211	-5.95727	0.05080308		
ILMN_1839081	0.9606	6.79e-01	-0.4257803	-5.95728	-0.04280501		
ILMN_1707328	0.9606	6.79e-01	0.4256705	-5.95733	0.03650998	KLRC2	killer cell lectin like receptor C2
ILMN_1899033	0.9606	6.79e-01	-0.4256529	-5.95734	-0.04719327		
ILMN_1656139	0.9606	6.79e-01	-0.4256307	-5.95735	-0.03399619		
ILMN_1661083	0.9606	6.79e-01	0.4256237	-5.95735	0.0414005	NFATC2	nuclear factor of activated T-cells 2
ILMN_1709265	0.9606	6.79e-01	-0.4256	-5.95736	-0.04738831	RNF170	ring finger protein 170
ILMN_2294684	0.9606	6.79e-01	-0.4255624	-5.95738	-0.03534902	CEP170	centrosomal protein 170
ILMN_1740587	0.9606	6.79e-01	0.4255603	-5.95738	0.03909661	RPS11	ribosomal protein S11
ILMN_1872276	0.9606	6.79e-01	-0.4255579	-5.95738	-0.0364279	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type
ILMN_1850102	0.9606	6.79e-01	-0.425557	-5.95738	-0.03405588	HNF4A	hepatocyte nuclear factor 4 alpha
ILMN_1743857	0.9606	6.79e-01	0.4255482	-5.95738	0.03368941		
ILMN_2203453	0.9606	6.79e-01	0.425516	-5.9574	0.04979333	MSH2	mutS homolog 2
ILMN_1849271	0.9606	6.79e-01	-0.4255148	-5.9574	-0.03749901		
ILMN_1733860	0.9606	6.79e-01	-0.4255142	-5.9574	-0.03653932	SYNPR	synaptoporin
ILMN_1739815	0.9606	6.79e-01	0.4254891	-5.95741	0.037386		
ILMN_1667356	0.9606	6.79e-01	-0.425487	-5.95741	-0.04347446	PPP1R21	protein phosphatase 1 regulatory subunit 21
ILMN_1655545	0.9606	6.79e-01	-0.4254289	-5.95744	-0.03688578	ZMYND12	zinc finger MYND-type containing 12
ILMN_1791099	0.9606	6.79e-01	-0.4254288	-5.95744	-0.04473931	TRIM6-TRIM34	TRIM6-TRIM34 readthrough
ILMN_1771680	0.9606	6.79e-01	0.4253354	-5.95748	0.04140503		
ILMN_1651358	0.9606	6.79e-01	-0.4253278	-5.95748	-0.03896838	HBE1	hemoglobin subunit epsilon 1
ILMN_1874778	0.9606	6.79e-01	-0.4253058	-5.95749	-0.04426746		
ILMN_2068698	0.9606	6.79e-01	0.4252776	-5.9575	0.04272418	RSPH4A	radial spoke head 4 homolog A
ILMN_1691757	0.9606	6.79e-01	-0.4252763	-5.9575	-0.0363471	C2CD3	C2 calcium dependent domain containing 3
ILMN_1854105	0.9606	6.79e-01	-0.425259	-5.95751	-0.03778231		
ILMN_1701468	0.9606	6.79e-01	0.4252499	-5.95751	0.0515935	HGFAC	HGF activator
ILMN_1782862	0.9606	6.79e-01	-0.4252458	-5.95751	-0.04302106	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3
ILMN_1862564	0.9606	6.79e-01	-0.4252218	-5.95753	-0.03619054		
ILMN_1682037	0.9606	6.79e-01	0.4252159	-5.95753	0.03787518	FBXL8	F-box and leucine rich repeat protein 8
ILMN_1674104	0.9606	6.79e-01	-0.4251895	-5.95754	-0.03580057	S100A7L2	S100 calcium binding protein A7 like 2
ILMN_1839243	0.9606	6.79e-01	-0.4251716	-5.95755	-0.03777285		
ILMN_1796697	0.9606	6.79e-01	-0.4250819	-5.95759	-0.04964459		
ILMN_1676594	0.9606	6.79e-01	0.4250393	-5.9576	0.04365153		
ILMN_1698578	0.9606	6.79e-01	-0.4250219	-5.95761	-0.04868892		
ILMN_1729439	0.9606	6.79e-01	-0.4250152	-5.95761	-0.04070017	CYP4F2	cytochrome P450 family 4 subfamily F member 2
ILMN_2046611	0.9606	6.79e-01	0.4250131	-5.95762	0.0533995	MCOLN3	mucolipin 3
ILMN_1664780	0.9606	6.79e-01	0.4249876	-5.95763	0.03583031		
ILMN_1760334	0.9606	6.79e-01	0.4249757	-5.95763	0.03588559		
ILMN_1807007	0.9606	6.79e-01	0.4249545	-5.95764	0.03879316		
ILMN_1770896	0.9606	6.79e-01	0.4249415	-5.95765	0.03816146		
